,gene,logFC,SE,z,PValue,FDR
6202,XLOC_030068,0.32454041168048836,0.2552132165708502,1.2716442198454565,0.20349955775463097,0.5331708461002462
7784,XLOC_036119,-0.18698317377624776,0.14705291971015183,-1.2715366287510668,0.20353780514844902,0.5331708461002462
7616,XLOC_035469,0.5145850145811983,0.4047222308279162,1.2714523082375346,0.20356778377654192,0.5331708461002462
7048,XLOC_033263,0.3742934177651335,0.2944202124766221,1.2712898160646955,0.20362556398441295,0.533187604710132
1735,XLOC_005645,-0.17680075776937867,0.13910645510999933,-1.2709745038759872,0.20373771915780814,0.5332674786553134
8718,XLOC_039499,0.219887336865723,0.17301496646019074,1.2709151200299034,0.20375884676383518,0.5332674786553134
10183,XLOC_045086,-0.3624085641273655,0.2852509874868014,-1.2704901298339386,0.20391009647266498,0.5335287622533648
1476,XLOC_004756,0.44171318163922507,0.3477163291704851,1.2703262532794466,0.20396844030134695,0.5335468880784162
3780,XLOC_012706,0.6421783198123526,0.5057200462811525,1.2698296706540615,0.20414530933294936,0.5338517720764036
3011,XLOC_009941,0.21736004627283892,0.17118870873514488,1.2697101805302367,0.20418788506998609,0.5338517720764036
1269,XLOC_004104,0.2907267963829912,0.22899986184238047,1.2695500951135816,0.2042449355124189,0.5338664221189852
6949,XLOC_033044,0.6325002155171123,0.49836292331043947,1.2691558419226872,0.2043854869451944,0.5340992692093383
1569,XLOC_005114,0.4188071832374548,0.33008836969552885,1.2687729156400134,0.20452206767282102,0.5343045027345151
5229,XLOC_019582,0.7629921698233045,0.6015596821518827,1.2683565612209082,0.20467064674223504,0.5343045027345151
7253,XLOC_034111,0.2256022788052198,0.17787716688925267,1.2683037556230083,0.20468949640753872,0.5343045027345151
1427,XLOC_004629,0.3287296525018147,0.259194910192229,1.2682720206890483,0.2047008252245275,0.5343045027345151
6119,XLOC_029798,0.3357432704392024,0.26473703969561296,1.268214190297022,0.20472147083669961,0.5343045027345151
6812,XLOC_032437,-0.10654234781852678,0.08402492306470528,-1.2679850683883571,0.20480328288543942,0.5343836224546655
3414,XLOC_011387,0.7047881465972525,0.5562600687275222,1.2670119359987444,0.2051510220184934,0.5351563990663414
553,XLOC_001738,0.22046815866477107,0.1740286736247464,1.2668496177828774,0.20520906655317833,0.5351732806288845
1400,XLOC_004530,0.24534786467502717,0.19372777389626117,1.266456841683464,0.2053495715674588,0.53534990247047
1147,XLOC_003739,0.40032101540564097,0.3161439088662498,1.2662619907537227,0.20541930015369056,0.53534990247047
4986,XLOC_018325,-0.12896264706065544,0.10184790911380162,-1.266227732928289,0.2054315613026319,0.53534990247047
429,XLOC_001234,-0.7701485154000852,0.6083819210657941,-1.2658964521018314,0.20555015679431304,0.5355244732750656
4421,XLOC_015309,0.7542712147239343,0.5959273852274897,1.2657099395356675,0.20561694846608292,0.5355640246567627
6282,XLOC_030357,0.14763688252274723,0.11670325138109948,1.265062290686595,0.2058489992624588,0.5358355562863514
4198,XLOC_014279,0.07103563714152836,0.05615423573721006,1.2650094193064991,0.20586795132873092,0.5358355562863514
5566,XLOC_023177,-0.14022882329681668,0.11088485141565048,-1.264634632292293,0.20600233234564225,0.5358355562863514
9520,XLOC_042706,-0.8274841154477519,0.6543377421383003,-1.2646131533596536,0.20601003561191136,0.5358355562863514
10364,XLOC_045855,0.3990372993954961,0.31555039506973437,1.264575502455992,0.20602353934531867,0.5358355562863514
4677,XLOC_016610,-0.4097706095200672,0.3240434161660024,-1.264554652485666,0.20603101759492548,0.5358355562863514
9052,XLOC_040977,0.2065713874128843,0.16338658557135616,1.264310571706439,0.20611857660496286,0.5359289575118265
4614,XLOC_016269,0.2820243729268501,0.2231168139328511,1.264021155356439,0.20622243384799088,0.5360646783668841
5452,XLOC_021714,0.7424008974799055,0.5877348005281673,1.2631562684611284,0.20653302554896966,0.5367375923169692
2316,XLOC_007542,-0.306068829913553,0.2423617293570815,-1.2628595724476335,0.20663965100012446,0.5367722237822564
7601,XLOC_035352,-0.061819959154477445,0.04895345727651468,-1.2628313217039207,0.20664980572517244,0.5367722237822564
5537,XLOC_022731,0.8988313077729547,0.7119195021903006,1.2625462640194556,0.2067522899330251,0.5368870181950356
7108,XLOC_033543,0.07132997690890934,0.0565025815137392,1.2624197868121247,0.20679777295285495,0.5368870181950356
6309,XLOC_030436,-0.9010788835169331,0.7138520716506498,-1.2622767647551352,0.20684921448817117,0.5368870181950356
6042,XLOC_029406,0.21075293257273042,0.1670823942524235,1.2613712744284158,0.207175112776547,0.5375669314557714
514,TRINITY_DN6073_c0_g1_i1.mrna1,-0.47665221643513717,0.37794764801990377,-1.26115936673334,0.20725143501246135,0.5375669314557714
3639,TRINITY_DN14594_c0_g2_i2.mrna1,0.80887851174134,0.64139830231825,1.2611173257206243,0.20726657923817496,0.5375669314557714
8690,XLOC_039393,0.5142056038414975,0.4080493324368996,1.260155483579951,0.20761327822833586,0.5383315812532337
249,XLOC_000718,-0.22092743098601159,0.17537300744904535,-1.2597573263958655,0.20775691826752804,0.5384193366977884
7932,XLOC_036690,0.3411082022388743,0.2707989984803356,1.2596361292068967,0.2078006559314146,0.5384193366977884
5104,XLOC_018992,-0.3292702912501906,0.2614023381309345,-1.2596302451023278,0.207802779558123,0.5384193366977884
5387,XLOC_021081,0.1240577747801169,0.09851131761351975,1.2593250987345552,0.207912931224615,0.5385702664298128
6464,XLOC_031072,0.550232982022557,0.43712045461351345,1.258767408880588,0.2081143553800935,0.5385999575323062
1037,XLOC_003333,0.6729391085952072,0.5348218511081969,1.2582490921057534,0.2083016857487436,0.5385999575323062
1551,XLOC_005042,0.3330106317754955,0.2647737146549277,1.2577178675364322,0.20849380807518425,0.5385999575323062
6012,XLOC_029368,-0.19936779523396478,0.1585346532534304,-1.2575660345707464,0.20854874347884136,0.5385999575323062
10059,XLOC_044530,0.6186979748312145,0.4920865619469481,1.2572950018861038,0.20864683317394037,0.5385999575323062
5578,XLOC_023432,-0.3803591848463814,0.3025271989323058,-1.257272688831828,0.20865491000188377,0.5385999575323062
1864,XLOC_006179,0.06626020116029757,0.052701947110009584,1.2572628677643847,0.20865846508104863,0.5385999575323062
7663,XLOC_035654,-0.30668614676519723,0.2439526629503663,-1.2571543309104785,0.2086977567181237,0.5385999575323062
3156,XLOC_010445,-0.2303227977537468,0.1832122918968281,-1.2571361635683698,0.20870433403671698,0.5385999575323062
9784,XLOC_043724,-0.11329060084583407,0.09013727523667443,-1.25686737865512,0.20880166268745454,0.5385999575323062
3530,XLOC_011862,-0.48066985651411465,0.3825129508415257,-1.2566106728063573,0.20889464813766787,0.5385999575323062
2880,TRINITY_DN8633_c0_g2_i1.mrna1,0.46530378165355823,0.3703084497741173,1.2565302842465158,0.2089237731064286,0.5385999575323062
4161,XLOC_014118,0.7336553608243563,0.583927740692763,1.2564146378008327,0.20896567725276047,0.5385999575323062
6449,TRINITY_DN65938_c0_g1_i1.mrna1,0.7336617125566451,0.5839334317260755,1.2564132702386657,0.20896617282128063,0.5385999575323062
7720,XLOC_035882,0.7336717256373074,0.5839467408769403,1.2564017816685098,0.20897033601022322,0.5385999575323062
9980,XLOC_044276,0.733631359342654,0.5839254626564135,1.2563784357085463,0.20897879622485155,0.5385999575323062
1191,XLOC_003884,0.7336369252733392,0.5839490624072844,1.2563371918930366,0.20899374295181633,0.5385999575323062
8938,XLOC_040545,0.7336378935813906,0.5839519558731756,1.2563326249749291,0.2089953980470481,0.5385999575323062
8476,XLOC_038684,0.7336487567545731,0.5839815820548525,1.2562874914189717,0.20901175539431663,0.5385999575323062
1456,XLOC_004656,-0.45108880323389366,0.35909429348904565,-1.256184827809452,0.20904896629396652,0.5385999575323062
9413,XLOC_042296,-0.5420094082631295,0.43153059819017664,-1.2560161678831048,0.20911010828219123,0.5385999575323062
7028,XLOC_033237,0.08948726650391342,0.07124845748737242,1.2559888264215897,0.2091200212303542,0.5385999575323062
7630,XLOC_035544,0.29227111372425807,0.2327224462544143,1.2558784871346043,0.2091600294137618,0.5385999575323062
9005,XLOC_040766,-0.7139593522371488,0.56850650970455,-1.2558507951090832,0.2091700712012329,0.5385999575323062
8075,XLOC_037145,0.23179759662905303,0.18461412421414006,1.2555788871288271,0.20926869005610438,0.5386252792711869
9510,XLOC_042619,1.5512698867471215,1.2355424907673263,1.2555374649913615,0.2092837164904525,0.5386252792711869
8692,XLOC_039388,0.31474378987960827,0.2507353324904072,1.255282958143324,0.20937605940619092,0.5387293251817613
9699,XLOC_043386,-0.21967250104620092,0.1751546227682105,-1.2541633076787406,0.20978265352534042,0.5396416945048234
4968,XLOC_018172,-0.5971538211329075,0.4764660527474533,-1.253297727486629,0.21009737517120994,0.5400886145111816
7525,XLOC_034948,0.19893521309406315,0.15874186660456507,1.2531994069946397,0.21013314572843483,0.5400886145111816
247,XLOC_000746,0.35878803480262855,0.2863095192060867,1.2531474182120068,0.2101520618551407,0.5400886145111816
3529,XLOC_011868,0.14449093083274064,0.11530558569522474,1.2531130210348915,0.21016457795086743,0.5400886145111816
4092,XLOC_013832,-0.14491158103091376,0.11568649972215277,-1.2526230924001645,0.21034290678100867,0.5404130585953273
8094,XLOC_037255,0.3708376668627816,0.2961417575662921,1.2522302491561619,0.2104859766392653,0.5406266767601019
1424,XLOC_004576,0.6898497903642299,0.550950390971705,1.2521087227972552,0.2105302496663363,0.5406266767601019
7461,XLOC_034770,0.4887592828328405,0.39049667192402693,1.2516349510090858,0.21070291286196308,0.5409362015756038
7870,XLOC_036465,-0.256903113084632,0.2053360725399687,-1.2511348342587285,0.21088528843526608,0.5410678592950117
8358,XLOC_038221,0.4176302865428105,0.333816327600869,1.2510780690217003,0.2109059960001113,0.5410678592950117
3247,XLOC_010762,0.19242173926259645,0.15380629955724903,1.2510653972984649,0.21091061875766812,0.5410678592950117
7878,XLOC_036496,0.259967969435101,0.20782559188100147,1.2508948829745454,0.21097283103076706,0.5410936894726321
9449,XLOC_042403,0.4765097802764835,0.3810509258651288,1.2505146895907082,0.21111159264393697,0.54111105468172
799,XLOC_002551,0.58405346530869,0.46706712477297474,1.2504700809173377,0.21112787808227312,0.54111105468172
2168,XLOC_007030,0.07187173125387186,0.05747679764327158,1.2504477319690306,0.211136037429535,0.54111105468172
9186,XLOC_041548,-0.7882029352665931,0.6306764427395385,-1.249773864777301,0.21138216579249294,0.5416080825749875
10325,TRINITY_DN13929_c0_g1_i4.mrna2,0.5158194669511144,0.4128448449804816,1.2494269293237783,0.21150896398963226,0.5417991901556193
359,XLOC_001015,0.1625368041011606,0.13014693248703668,1.2488715715013115,0.21171205096976212,0.5421855757436381
3231,XLOC_010664,-0.47246084430208796,0.3784618809312365,-1.2483710199282403,0.21189521676355128,0.5425207659401361
4138,XLOC_014003,-0.5750020027676854,0.460715407284588,-1.248063324291001,0.21200786800630306,0.5426677115605725
3661,XLOC_012378,-0.2262338667040251,0.18128750641411642,-1.2479286144917088,0.21205720057609342,0.5426677115605725
6832,XLOC_032518,0.457732602091153,0.36688574944013697,1.2476161932962706,0.21217164541223038,0.5427172921569263
3441,XLOC_011510,0.36959958937032267,0.2962507994841085,1.2475901837697783,0.21218117512582152,0.5427172921569263
6955,XLOC_033084,-0.1359234589463068,0.10904058127260663,-1.2465401170825723,0.21256617071629919,0.5434763090621463
7895,XLOC_036524,-0.06523461479244003,0.05234439778508646,-1.2462578146428909,0.21266975984981928,0.5434763090621463
1964,XLOC_006481,0.27637217893295063,0.22176607736931242,1.2462328874253448,0.21267890848941828,0.5434763090621463
2337,XLOC_007601,0.43978212190368465,0.35289575812665364,1.2462097142744561,0.21268741361678484,0.5434763090621463
1841,XLOC_006125,0.5775752529853666,0.4635729735438522,1.2459208926051213,0.21279343901970443,0.5436133719122287
2219,XLOC_007185,0.38853117050738795,0.31194089995142815,1.2455281451322529,0.21293767644161243,0.5438479617116939
982,XLOC_003122,-0.2038306824058666,0.1637179474791545,-1.2450112253686756,0.21312762399994245,0.5439337638825601
7887,XLOC_036535,0.2520432282146131,0.20244678674274852,1.244985076176523,0.21313723604251392,0.5439337638825601
1901,XLOC_006262,0.38011435677927186,0.30532028165065517,1.2449692327160742,0.21314306000817654,0.5439337638825601
1615,XLOC_005236,0.3680005342976945,0.295614530242875,1.244866191101458,0.21318094032093782,0.5439337638825601
191,XLOC_000631,-0.5545282757864576,0.44555411359978386,-1.2445812054258332,0.2132857324877301,0.5440673662795417
9847,XLOC_043936,-0.1765295003174291,0.14190711111137055,-1.2439792406096297,0.21350720334649512,0.5443083419627288
5978,XLOC_029206,0.7924334092770613,0.6370312882560977,1.2439473914168078,0.21351892570873535,0.5443083419627288
4739,TRINITY_DN43304_c0_g1_i1.mrna1,-0.5441914509867555,0.4374892403710162,-1.2438967653815889,0.2135375600009896,0.5443083419627288
6171,XLOC_030001,0.37800915972723204,0.3039789914213632,1.2435371206401933,0.2136699708323339,0.544471930929465
9656,XLOC_043230,-0.2552986772203567,0.20531702563094253,-1.2434364682413441,0.21370703875320354,0.544471930929465
8435,XLOC_038533,-0.23729377519079045,0.19085878621019775,-1.243295003089104,0.2137591448980091,0.544471930929465
2987,XLOC_009853,-0.6169792847626284,0.49634645999109256,-1.2430415737702667,0.21385251394756705,0.5444781934393853
2091,XLOC_006803,-0.3129228098582726,0.25174732762153523,-1.2430035020220973,0.2138665429757092,0.5444781934393853
5563,XLOC_023151,0.5563823610014806,0.4478039712478329,1.2424685726906073,0.2140637288625913,0.5448465328445206
3299,XLOC_010979,0.5791812847236768,0.4662610136775649,1.242182528098307,0.21416922453987122,0.5449813739701431
2851,XLOC_009450,-0.28525468456464986,0.2298565887665014,-1.2410115633205727,0.2146014772311234,0.5456420509434347
8736,XLOC_039595,-0.11323233381794835,0.09125302172785968,-1.240861197513401,0.21465702915437512,0.5456420509434347
9360,XLOC_042132,0.2276374366191936,0.18345156842608137,1.2408584923650634,0.21465802865331976,0.5456420509434347
2629,XLOC_008621,0.51844207727347,0.4178938526772772,1.2406070918536394,0.21475093082745658,0.5456420509434347
3612,XLOC_012175,0.6109115610523264,0.4924395038457011,1.2405819522630068,0.21476022246849408,0.5456420509434347
6927,XLOC_032910,0.7751603122832277,0.6249307997665001,1.240393836522155,0.21482975960557252,0.5456420509434347
6165,XLOC_029988,0.3282262214165351,0.2646253457094253,1.2403430991714128,0.2148485174872419,0.5456420509434347
10200,XLOC_045131,0.18707213105286113,0.1508232183679954,1.2403404003515002,0.21484951528908874,0.5456420509434347
5218,XLOC_019515,-0.630758911089996,0.5086439224504113,-1.2400795197773937,0.21494598325642061,0.5457534788969604
3989,XLOC_013505,-0.6824340042721597,0.550505287634424,-1.2396502260762046,0.21510479468311888,0.5460231052902946
4537,XLOC_015888,0.2561314839771723,0.20667222858347853,1.2393125372125955,0.2152297775361145,0.5462067501815261
1374,XLOC_004439,-0.48211293220679546,0.389121519304768,-1.2389778212939044,0.21535371169283407,0.546387644556611
681,XLOC_002197,0.649175166610424,0.5241609672589888,1.2385034505815566,0.21552944342451738,0.5466998373053573
7827,XLOC_036304,0.29854526378137286,0.24109407831895657,1.238293639823086,0.21560720124603155,0.54676342310119
5750,XLOC_025624,-0.40547096703712515,0.32760008197114043,-1.2377010548881506,0.21582692786925717,0.5469020770190978
3657,XLOC_012346,-0.27495072115453884,0.2221468503617169,-1.2376980394133092,0.21582804639987282,0.5469020770190978
8751,XLOC_039668,-0.33150975000794947,0.2678758618880476,-1.237549914618646,0.21588299549531523,0.5469020770190978
598,XLOC_001939,-0.6252232612081301,0.5052462798620607,-1.2374623745449937,0.2159154745234115,0.5469020770190978
6570,XLOC_031455,0.3823793445818969,0.3090094803273628,1.2374356417052528,0.21592539361542293,0.5469020770190978
2364,XLOC_007731,-0.41092803607952666,0.33222044598250206,-1.2369137452219605,0.21611910654188884,0.5472591431393803
1792,XLOC_005916,0.13401309776057305,0.10838414034236936,1.2364640927837378,0.2162861048757452,0.5474462875804054
7928,XLOC_036687,0.639715323629014,0.5174120139975751,1.2363750866287617,0.21631917226146682,0.5474462875804054
3558,XLOC_011966,0.27846347621436623,0.22525278111112762,1.23622658437672,0.21637435161721713,0.5474462875804054
8691,XLOC_039394,-0.3649865006997823,0.2952614749023189,-1.2361467096936045,0.21640403504431172,0.5474462875804054
4276,XLOC_014632,0.3223482543620251,0.26087055660597175,1.23566361246705,0.21658362851482682,0.5477433687712147
4832,XLOC_017399,-0.3114831705636757,0.2521014578821467,-1.2355468833079457,0.21662703916710657,0.5477433687712147
1659,XLOC_005372,0.2556899381600107,0.2069724511179064,1.235381505021416,0.21668855276509383,0.5477654353333444
3378,XLOC_011284,-0.5751509844537769,0.4656231794235292,-1.235228420470497,0.216745504825105,0.5477759628763065
262,XLOC_000731,0.12505612371501484,0.10125582768956069,1.2350511231652095,0.21681147821876873,0.5478092791517319
9309,XLOC_041953,-0.2748092563018521,0.22274229719464017,-1.2337542521693308,0.2172944911385371,0.5487862793648955
548,XLOC_001769,-0.26466844761169894,0.214527225466896,-1.233728945292029,0.21730392424692646,0.5487862793648955
7573,XLOC_035252,0.5338605829819841,0.43283906169836733,1.2333928016737448,0.21742924931916094,0.5488672665678931
9495,XLOC_042620,-0.20918615586386535,0.16962761687105618,-1.2332081280307081,0.21749812366745924,0.5488672665678931
8092,XLOC_037236,-0.4759426836942918,0.3859552913222197,-1.2331549648245268,0.21751795388332185,0.5488672665678931
5898,XLOC_028140,0.7202329472524956,0.5841836083446255,1.2328879772806138,0.2176175616041721,0.5488672665678931
5672,XLOC_024507,-0.894792261016566,0.7257984199892024,-1.2328385352917657,0.21763601102139052,0.5488672665678931
7868,TRINITY_DN19233_c0_g1_i2.mrna2,0.560937927384363,0.4550142224995943,1.2327920747243526,0.21765334893773536,0.5488672665678931
9043,XLOC_040969,-0.30778662720435,0.24975661471630028,-1.2323462485827104,0.21781977054005644,0.5491534885554339
9808,XLOC_043839,0.12512575373913723,0.10160369252399766,1.2315079366784225,0.21813295010432013,0.5497277027377698
2358,XLOC_007690,0.15240106290054456,0.12375710796126371,1.23145300832536,0.21815348172633095,0.5497277027377698
3713,XLOC_012515,0.8302587491174953,0.6744507616971425,1.2310146214799849,0.21831739574717482,0.5500071900141862
7458,XLOC_034733,-0.6380306147579028,0.5185696391490682,-1.2303663126226607,0.21855996235836878,0.550382961661847
6166,XLOC_029989,0.814358900444905,0.6619014948559374,1.2303324690664883,0.21857263033713706,0.550382961661847
4221,XLOC_014382,0.4475489530624941,0.36392332020419765,1.2297891567140409,0.2187760697512525,0.5507396640779051
9626,XLOC_043146,0.5488225586941511,0.4463364981955068,1.2296161324762485,0.21884088598147947,0.5507396640779051
1429,XLOC_004601,0.3501309089867289,0.28477102572952157,1.2295173221705737,0.2188779072801532,0.5507396640779051
8392,XLOC_038329,0.25630938726428376,0.20848544582609513,1.2293874339702362,0.21892657938916435,0.5507396640779051
753,XLOC_002436,0.6583207210793358,0.5357168189195296,1.228859535168379,0.21912447525956966,0.551103897180939
3417,XLOC_011388,0.4306674921595175,0.3505352396333868,1.228599705438855,0.21922192599171114,0.5512153927831321
8405,XLOC_038386,0.6188485013061605,0.5038268629898597,1.2282959618979583,0.21933588631416726,0.5513683363086516
10074,XLOC_044604,-0.3048936348154012,0.248254133825584,-1.2281512904417955,0.21939017996876412,0.5513712515223699
4330,TRINITY_DN11700_c2_g1_i1.mrna1,0.9294640540265932,0.7572870846935593,1.2273602347288233,0.21968722535810348,0.5519841010995254
9429,XLOC_042363,0.4420122728471835,0.3605778595856683,1.2258441862045817,0.22025731566308884,0.5528638975257775
7733,TRINITY_DN3963_c1_g1_i1.mrna1,0.8377597915679156,0.683421828522544,1.2258311874220162,0.22026220827030488,0.5528638975257775
8697,XLOC_039428,-0.4344759686177178,0.35445827055576434,-1.2257464551087822,0.22029410254641518,0.5528638975257775
6991,XLOC_033083,-0.31813576235178576,0.25954630799182926,-1.2257379610339167,0.2202973000024766,0.5528638975257775
4756,XLOC_016975,0.5078691058643793,0.4143432307205411,1.2257207749748853,0.22030376951615013,0.5528638975257775
1154,XLOC_003766,-0.37041636078310486,0.3023026691158336,-1.2253162099642994,0.22045610318504785,0.5531124232957547
8038,XLOC_037080,-0.4009059187211725,0.3272686766142009,-1.2250054691111747,0.22057315988157475,0.5532723422990334
8341,XLOC_038207,-0.1287397361015542,0.10511202541406792,-1.2247859899417752,0.2206558649760521,0.5533460393563298
8202,XLOC_037554,0.13102474986744686,0.10699194181476455,1.22462259909527,0.2207174490628106,0.5533667477469886
6983,XLOC_033115,-0.11864969837619241,0.09690834268765049,-1.224349680177871,0.22082034315633375,0.5534909905635931
4773,XLOC_017057,-0.38040204399784894,0.3110127289326362,-1.2231076371161713,0.22128904446520697,0.5542504502228018
329,XLOC_000985,0.3508260033700397,0.28686009780460325,1.222986417612558,0.22133482640170318,0.5542504502228018
4952,XLOC_018095,-0.4883506613729523,0.3993453931916502,-1.2228779139530164,0.2213758116009459,0.5542504502228018
9383,XLOC_042201,-0.15762479151902276,0.12889788986177364,-1.222865569700598,0.22138047475270378,0.5542504502228018
8600,XLOC_039004,-0.56498664632725,0.46202852690535723,-1.2228393127833488,0.22139039377214162,0.5542504502228018
476,XLOC_001434,-0.09372997368468709,0.0766756110615126,-1.222422259008705,0.22154798599062445,0.5545112037203834
4646,XLOC_016401,0.7711746876700306,0.6310240976923718,1.2221002185022467,0.22166973050636485,0.5545740976455978
2873,XLOC_009524,0.4151336622692716,0.3397629596122395,1.221833194363065,0.22177071292171502,0.5545740976455978
4013,XLOC_013558,-0.3235045234609834,0.264780147996822,-1.2217854167256763,0.22178878480554232,0.5545740976455978
2341,XLOC_007654,-0.5094022362934221,0.4169659290554204,-1.2216879145195474,0.22182566827292355,0.5545740976455978
5847,TRINITY_DN19385_c0_g1_i2.mrna1,0.7099455643465754,0.5811664447245837,1.221587328021012,0.22186372308136507,0.5545740976455978
5532,XLOC_022682,-0.6764857734733366,0.5538120257085386,-1.2215079161703848,0.22189377020569745,0.5545740976455978
2148,XLOC_007017,-0.5474633726733811,0.44827699432173396,-1.221261362077528,0.22198707764531164,0.5545840650958376
9227,XLOC_041677,0.2778624358953553,0.22752950743329825,1.2212149493481081,0.22200464550526253,0.5545840650958376
6689,XLOC_031873,0.4464895526569315,0.36572369131824756,1.2208384724751196,0.22214718400757819,0.554806577243475
3233,XLOC_010718,-0.6339035009114232,0.519503926541148,-1.2202092583437174,0.22238555804662957,0.5552682713786995
1183,XLOC_003878,0.18220533081274098,0.1493459993865404,1.2200215041659963,0.22245672306752864,0.555312344304004
9588,XLOC_042965,-0.8563746677499744,0.7023865736069554,-1.2192355320123023,0.22275480940355852,0.5559227169746818
8033,XLOC_037017,-0.36077200712053775,0.29598092748583693,-1.2189028873754075,0.22288105365629968,0.5561040379397504
6975,XLOC_033104,-0.241837709877074,0.19852682794401635,-1.2181613557300734,0.2231626617120546,0.5565084666749991
1646,XLOC_005315,-0.28552121918739864,0.2343934977915519,-1.2181277291288815,0.22317543796283998,0.5565084666749991
5095,XLOC_018964,-0.29625946835876504,0.24322389565097055,-1.2180524761592555,0.22320403183013843,0.5565084666749991
5748,XLOC_036395,-0.47472120480487945,0.38989987382308555,-1.2175464437833623,0.2233963770045562,0.5568542407341532
9795,XLOC_043769,-0.22642103031997657,0.1860885357680974,-1.2167382014448291,0.22370383942848993,0.5574867295267627
9473,XLOC_042524,-0.43924845992757433,0.36120995203542844,-1.2160475021587769,0.2239668271682917,0.5580017361340412
5343,XLOC_020601,0.18553497836179844,0.15258901700369976,1.2159130585217668,0.22401804305044,0.5580017361340412
7622,XLOC_035498,0.8839900220575813,0.7272178328113469,1.2155780320185077,0.2241457067778145,0.5580716521301239
533,XLOC_001716,0.10172079207118655,0.08368244411823864,1.2155571355858192,0.224153671203465,0.5580716521301239
9741,XLOC_043543,0.7530929285448964,0.6198677622919669,1.2149251410661013,0.22439464395572278,0.5585375918274251
9945,XLOC_044143,0.3526399465680605,0.2903342269559209,1.2145999810817998,0.22451869609188443,0.5586995638580687
8120,XLOC_037306,0.11975023594776664,0.09860268508392335,1.2144723629568916,0.22456739721036953,0.5586995638580687
224,XLOC_000657,0.07247446138292188,0.0597037976989748,1.2139003577014729,0.2247857763171017,0.5589712706882458
4183,XLOC_014202,0.294934896702306,0.24297208792160704,1.2138632845656918,0.22479993526400027,0.5589712706882458
4956,XLOC_018109,0.32500024153147483,0.2677984663495914,1.213600085025172,0.224900474574582,0.5589712706882458
7995,XLOC_036849,0.15155453178660494,0.12488127213446878,1.213588948897118,0.2249047291604296,0.5589712706882458
10109,XLOC_044762,0.1906239131847487,0.15708849118016316,1.2134810879692268,0.22494594067592893,0.5589712706882458
1751,XLOC_005761,0.9378233909539353,0.7730052120992493,1.2132174224376695,0.2250467047430559,0.5590877795352385
9400,XLOC_042266,-0.3108140840883095,0.25624969581790635,-1.2129344508926838,0.22515488278212317,0.5592226468717311
916,XLOC_002954,-0.26703587095938053,0.22022694286005404,-1.212548598692903,0.22530245121816078,0.5594552611368401
9641,XLOC_043215,0.2741686604092776,0.22619320228715767,1.2120994691131963,0.22547430694236534,0.5597016083766504
121,XLOC_000313,0.8005827911215841,0.6606697677568845,1.2117745206349224,0.22559870413975386,0.5597016083766504
2825,XLOC_009343,-0.3130554729216606,0.258370036382752,-1.2116554895626404,0.22564428402888817,0.5597016083766504
3742,XLOC_012583,0.28117672357824663,0.2320770703543119,1.2115661540753437,0.22567849707576057,0.5597016083766504
6995,TRINITY_DN1243_c0_g1_i2.mrna2,0.21346537390622172,0.1761900174031191,1.2115633851026724,0.22567955757568792,0.5597016083766504
4135,XLOC_013988,0.37949245318776015,0.3132562870033466,1.211444012243259,0.2257252800478252,0.5597016083766504
5151,XLOC_019166,0.3157820351075192,0.2607440695423107,1.2110804117685887,0.22586458789952416,0.5598337697688119
4880,XLOC_017690,-0.2500753411041475,0.20654846586640307,-1.2107344397604864,0.2259971986465783,0.5598337697688119
2869,XLOC_009499,0.5488095240207422,0.45329242942094183,1.2107184863462614,0.22600331491531786,0.5598337697688119
863,XLOC_002781,-0.19322531229140524,0.15960709496955133,-1.2106310958686852,0.22603682103995462,0.5598337697688119
2747,XLOC_009088,0.27641489785401835,0.2283286384674312,1.2106010867026922,0.2260483275832439,0.5598337697688119
8727,XLOC_039519,-0.25651565687440997,0.21196464210436325,-1.2101813506618313,0.22620931259069088,0.5600987918763062
4417,XLOC_015283,0.1818566235014235,0.1503143824325162,1.2098418032823188,0.22633960199137998,0.5601813429740988
3442,XLOC_011532,0.13270508368794262,0.10969056610374629,1.209813098807686,0.22635061878099608,0.5601813429740988
8842,XLOC_040060,-0.6643310079802918,0.5493909756474851,-1.2092135426821382,0.22658081613650907,0.5606173412132939
5545,XLOC_022861,0.41748344292193007,0.34542737938794466,1.2085997458037634,0.2268166541235729,0.5610670845864877
1927,XLOC_006328,-0.5755476501715917,0.4763451776209175,-1.2082575351053957,0.22694821706570964,0.5612587341493968
3279,XLOC_010849,-0.20661833444920064,0.1710625473806819,-1.2078525522561816,0.22710398306472523,0.5613108504399038
8763,XLOC_039751,-0.35564034599918104,0.29445321815103254,-1.2077991479677566,0.22712452930677585,0.5613108504399038
5358,XLOC_020765,0.3194911996918867,0.2645274574442766,1.207780858662615,0.22713156605928073,0.5613108504399038
3147,XLOC_010410,0.4640787376297205,0.38430573442670246,1.2075769265374647,0.22721003883142557,0.5613710887985007
7412,XLOC_034602,0.4639793663159374,0.384275971580681,1.2074118618642857,0.22727356961998696,0.5613943898944548
4140,XLOC_014008,0.46389439512815495,0.3843109609717503,1.2070808335915628,0.22740101534212065,0.5614790154485488
1749,XLOC_005707,0.741814439938152,0.6146209169428379,1.2069462972851337,0.22745282631057195,0.5614790154485488
534,XLOC_001746,0.4954994019061058,0.4105550288072083,1.2069013095411052,0.22747015331460915,0.5614790154485488
